label,node_idx,number_neighbors,prediction_explain,prediction_full,prediction_explain_binary,abstract,address,author,booktitle,carriedOutBy,carriesOut,chapter,dealtWithIn,edition,editor,fax,financedBy,finances,hasProject,head,homepage,howpublished,isAbout,isWorkedOnBy,isbn,journal,member,month,name,note,number,pages,phone,photo,projectInfo,publication,publishes,series,title,type,volume,worksAtProject,year,type,type,range,subClassOf,allValuesFrom,inverseOf,onProperty
0,5678,3787,[0.4521174  0.19075242 0.29380494 0.06332523],[9.8646963e-01 5.4700294e-04 1.2982166e-02 1.1929498e-06],[0.45493937 0.17929035 0.28605053 0.07971972],311,,15.0,,,,,,,,,,,,,,,,12.0,,,5.0,,1.0,,,,,,,17.0,,,,260,,1.0,,260,260,,,,,
0,5724,1359,[0.30507535 0.24287464 0.23541228 0.21663766],[0.39725292 0.20592682 0.26314494 0.13367526],[0.31801832 0.25496924 0.22520377 0.20180866],977,,4.0,,,,,,,,103.0,,,,,21.0,,,,,,,,1.0,,,,55.0,,,2.0,,,,791,,,,791,791,,,,,
0,5699,1316,[0.2667667  0.254535   0.23132335 0.24737498],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27489534 0.23317829 0.22775564 0.26417074],1020,,,,,,,,,,107.0,,,,,20.0,,,,,,,,1.0,,,,59.0,,,,,,,833,,,,833,833,,,,,
0,5688,1288,[0.2860635  0.24342969 0.23553829 0.2349686 ],[0.28961223 0.24187674 0.23310687 0.2354041 ],[0.30200055 0.23731732 0.21932699 0.24135521],964,,,,,,,,,,104.0,,,,,,,,,,,,,1.0,,,,56.0,,,,,,,803,,,,803,803,,,,,
0,5702,1340,[0.2916405  0.24660058 0.23825403 0.22350489],[0.31579158 0.21419065 0.29872063 0.17129713],[0.2758697  0.26647145 0.2293997  0.22825916],953,,2.0,,,,,,,,104.0,,,,,,,,,,,,,,,,,57.0,,,1.0,,,,789,,,,789,789,,,,,
0,5714,1288,[0.28930473 0.24592794 0.22891477 0.2358525 ],[0.28961223 0.24187674 0.23310687 0.2354041 ],[0.300871   0.2468459  0.2211666  0.23111652],964,,,,,,,,,,104.0,,,,,,,,,,,,,1.0,,,,56.0,,,,,,,803,,,,803,803,,,,,
0,5708,1316,[0.27007818 0.25906056 0.22162455 0.2492367 ],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27788153 0.25211057 0.21101366 0.25899416],1020,,,,,,,,,,107.0,,,,,20.0,,,,,,,,1.0,,,,59.0,,,,,,,833,,,,833,833,,,,,
0,5843,1930,[0.3643378  0.22986655 0.23997979 0.16581589],[0.82291853 0.06063034 0.10464665 0.01180454],[0.46044615 0.17669727 0.22562398 0.13723254],893,,12.0,,,,,,,,90.0,,,,,1.0,,,14.0,,,8.0,,1.0,,,,52.0,,,11.0,,,,702,,2.0,,702,702,,,,,
0,5873,1083,[0.28405985 0.2447704  0.23259687 0.2385729 ],[0.2731447  0.2547929  0.23922442 0.23283799],[0.30200055 0.23731732 0.21932699 0.24135521],637,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,631,,,,631,631,,,,,
0,5697,1316,[0.27340245 0.2566841  0.22801824 0.24189518],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27788153 0.25211057 0.21101366 0.25899416],1020,,,,,,,,,,107.0,,,,,20.0,,,,,,,,1.0,,,,59.0,,,,,,,833,,,,833,833,,,,,
0,5783,1845,[0.31942064 0.2315361  0.26766002 0.1813833 ],[0.39413357 0.11826013 0.4409748  0.04663156],[0.35688034 0.20619857 0.25562453 0.18129651],563,,8.0,,,,,,,,9.0,,,,,,,,7.0,,,,,1.0,,,,3.0,,,5.0,,,,530,,,,530,530,,,,,
0,5701,1316,[0.2715646  0.25282252 0.22430348 0.2513094 ],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27788153 0.25211057 0.21101366 0.25899416],1020,,,,,,,,,,107.0,,,,,20.0,,,,,,,,1.0,,,,59.0,,,,,,,833,,,,833,833,,,,,
0,5845,3742,[0.44535983 0.19890612 0.26015842 0.09557566],[9.8531187e-01 1.8278176e-03 1.2831686e-02 2.8650889e-05],[0.38076302 0.20704737 0.28588417 0.12630537],377,,18.0,,,,,,,,7.0,,,,,,,,10.0,,,15.0,,,,,,,1.0,,15.0,,,,305,,6.0,,305,305,,,,,
0,5778,3493,[0.35586926 0.21764714 0.25742882 0.16905475],[0.761623   0.031212   0.19649462 0.01067041],[0.38846233 0.18531506 0.285192   0.14103056],632,,11.0,,,,,,,,66.0,,,,,,,,,,,10.0,,1.0,,,,3.0,,,11.0,,,,530,,,,530,530,,,,,
1,5731,2486,[0.13618572 0.58549654 0.19869232 0.07962541],[1.1364882e-05 9.9985659e-01 1.3180358e-04 2.2794679e-07],[0.19067495 0.3326468  0.22008772 0.25659052],558,,22.0,,,,,,,,58.0,,,,,1.0,,,20.0,,,4.0,,,,,,1.0,,,15.0,,,,432,,5.0,,432,432,,,,,
1,5905,1150,[0.2658279  0.27321443 0.24722405 0.21373364],[0.15494749 0.54743814 0.21439601 0.08321825],[0.25930703 0.25326306 0.26683432 0.2205956 ],555,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,546,,,,546,546,,,,,
1,5808,3270,[0.26410624 0.32739767 0.23406179 0.17443423],[0.33454943 0.45557433 0.18355651 0.02631968],[0.22693801 0.31370527 0.2863944  0.17296234],735,,10.0,,,,,,,,80.0,,,,,,,,5.0,,,12.0,,,,,,1.0,1.0,,7.0,,,,612,,7.0,,612,612,,,,,
1,5785,3419,[0.26193494 0.30488858 0.27972785 0.15344857],[0.06015658 0.74386996 0.19148983 0.00448361],[0.29429895 0.21947756 0.24702705 0.2391965 ],373,,8.0,,,,,,,,2.0,,,,,,,,9.0,,,3.0,,1.0,,,,1.0,1.0,,5.0,,,,342,,1.0,,342,342,,,,,
2,5757,1601,[0.1670943  0.16144817 0.59191906 0.07953839],[4.2013343e-07 1.4281601e-06 9.9999809e-01 6.0993544e-09],[0.24755065 0.23014963 0.35170513 0.17059457],227,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,206,,,,206,206,,,,,
