label,node_idx,number_neighbors,prediction_explain,prediction_full,prediction_explain_binary,abstract,address,author,booktitle,carriedOutBy,carriesOut,chapter,dealtWithIn,edition,editor,fax,financedBy,finances,hasProject,head,homepage,howpublished,isAbout,isWorkedOnBy,isbn,journal,member,month,name,note,number,pages,phone,photo,projectInfo,publication,publishes,series,title,type,volume,worksAtProject,year,type,type,range,subClassOf,allValuesFrom,inverseOf,onProperty
0,5678,119,[0.48540226 0.22607246 0.2529212  0.0356041 ],[9.8646963e-01 5.4700294e-04 1.2982166e-02 1.1929498e-06],[0.40621603 0.27359244 0.27082083 0.04937076],,,6.0,,1.0,1.0,,5.0,,1.0,1.0,,,3.0,,1.0,,5.0,4.0,,,3.0,,,,,,,1.0,3.0,9.0,10.0,,,1.0,,1.0,,1.0,1.0,,,,,
0,5724,7,[0.2831352  0.24985492 0.21755937 0.2494505 ],[0.39725292 0.20592682 0.26314494 0.13367526],[0.27788153 0.25211057 0.21101366 0.25899416],,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,
0,5699,5,[0.24568619 0.3408318  0.21228188 0.20120013],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27687928 0.26226825 0.21281205 0.24804042],,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
0,5688,4,[0.24262999 0.3432054  0.23364756 0.18051694],[0.28961223 0.24187674 0.23310687 0.2354041 ],[0.2622701  0.2739788  0.24735762 0.21639353],,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
0,5702,6,[0.26484004 0.324922   0.22544526 0.18479267],[0.31579158 0.21419065 0.29872063 0.17129713],[0.300871   0.2468459  0.2211666  0.23111652],,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
0,5714,4,[0.24262999 0.3432054  0.23364756 0.18051694],[0.28961223 0.24187674 0.23310687 0.2354041 ],[0.2622701  0.2739788  0.24735762 0.21639353],,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
0,5708,5,[0.24568619 0.3408318  0.21228188 0.20120013],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27687928 0.26226825 0.21281205 0.24804042],,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
0,5843,48,[0.27744174 0.25589827 0.3214193  0.14524068],[0.82291853 0.06063034 0.10464665 0.01180454],[0.31279957 0.24422234 0.26237717 0.18060091],,,4.0,,,,,1.0,,,1.0,,,2.0,,,,6.0,3.0,,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
0,5873,5,[0.2828646  0.25736463 0.22891884 0.23085187],[0.2731447  0.2547929  0.23922442 0.23283799],[0.2839454  0.26019427 0.22711648 0.22874385],,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,5697,5,[0.24568619 0.3408318  0.21228188 0.20120013],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27687928 0.26226825 0.21281205 0.24804042],,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
0,5783,16,[0.27165622 0.25951794 0.26050973 0.20831615],[0.39413357 0.11826013 0.4409748  0.04663156],[0.26379874 0.26394722 0.24580707 0.22644699],,,3.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,
0,5701,5,[0.24568619 0.3408318  0.21228188 0.20120013],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27687928 0.26226825 0.21281205 0.24804042],,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
0,5845,111,[0.49459603 0.20819369 0.23199952 0.06521078],[9.8531187e-01 1.8278176e-03 1.2831686e-02 2.8650889e-05],[0.4535851  0.22717996 0.24431168 0.07492329],,,5.0,,,2.0,,8.0,,,,,,4.0,,,,5.0,6.0,,,2.0,,,,,,1.0,,3.0,6.0,5.0,,,2.0,,2.0,,2.0,2.0,,,,,
